"","ID","quarter","course level","prompt","age","gender","L1","other L1s","L at home","L studied","listening","reading","speaking","writing","lived in Span-speaking co","level","first_person_verb","second_person_verb","third_person_verb","total_main_verbs","total_verbs","Indicative_mood","Subjunctive_mood","Imperative_mood","Participle_mood","Gerund_mood","Infinitive_mood","Present_tense","Imperfect_tense","Future_tense","Preterit_tense","Conditional_tense","ADJECTIVE","CONJUNCTION","DETERMINER","NOUN","PRONOUN","ADVERB","ADPOSITION","VERB","NUMBER","DATE","INTERJECTION","PUNCTUATION","mtld","NumAdj","NumVb","NumTokens","self_assessment_score"
"563",172621,"F18","SPA 1","terrible","19 anos","Male","Mandarin","no","Mandarin","I learned English for nearly 10 years.",1,1,2,1,"No",1,5,0,14,19,28,19,0,0,2,3,4,4,5,0,10,0,2,13,20,38,14,7,21,28,2,1,0,34,51.737487296748,4,22,148,5
"564",172629,"F18","SPA 3","terrible","19","Female","English",NA,NA,"I studied Spanish in high school for 3 years and have done 1 quarter at UC Davis prior to this class.",1,2,2,2,"No",3,2,0,39,41,54,41,0,0,2,1,10,4,3,0,34,0,11,19,38,67,20,14,27,54,2,0,0,50,61.6681034482759,13,46,251,7
"565",172629,"S18","SPA 2","vacation","19","Female","English",NA,NA,"Spanish in high school for three years (freshman to junior year).",2,1,1,2,"No",2,10,0,9,19,44,19,0,0,2,0,23,19,0,0,0,0,15,19,39,72,18,11,37,44,1,0,0,39,52.3151591957624,17,31,255,6
"566",172630,"S18","SPA 3","vacation","18","Female","English","Just English ","I speak a littlest of Spanish at home. Only to my grandparents.","I have studied two years of Spanish in high school. ",2,2,2,2,"No",3,0,7,28,35,58,34,1,0,1,5,17,35,0,0,0,0,21,19,30,70,11,17,26,58,0,0,0,37,57.5487922705314,18,32,254,8
"567",172630,"W18","SPA 2","vacation","18","Female","English",NA,NA,"Spanish for 3 years.",2,2,2,2,"No",2,4,2,27,33,50,32,1,0,4,0,13,32,0,0,0,1,25,10,31,66,7,26,23,50,3,0,0,57,133.198988190263,28,20,251,8
"568",172809,"S18","SPA 2","vacation","19","Female","English",NA,"Vietnamese","No.",3,2,2,3,"No",2,16,0,12,28,45,28,0,0,1,0,16,20,2,0,4,2,16,28,43,78,8,19,41,45,1,0,0,42,77.0222379753534,17,35,274,10
"569",172825,"F18","SPA 24","terrible","19","Female","Spanish","n/a","Spanish","After learning Spanish and English, I am learning Russian, Chinese, and Portuguese",4,4,4,4,"No",24,12,0,40,52,72,50,2,0,2,3,15,14,20,1,17,0,8,41,33,43,40,30,18,72,1,0,0,46,67.3158720010945,13,52,286,16
"570",172852,"F18","SPA 1","terrible","19","Female","English","n/a","n/a","Japanese - 3 years",1,1,1,1,"No",1,15,0,5,20,28,19,1,0,2,0,6,20,0,0,0,0,6,12,17,25,24,14,20,28,7,0,0,22,34.761833298645,5,21,153,4
"571",172852,"W19","SPA 2","terrible","19","Female","English","n/a","No","Japanese - 3 years",1,2,2,2,"No",2,21,2,25,48,66,48,0,0,10,0,8,13,14,0,21,0,9,23,38,44,40,20,16,66,3,0,0,45,37.8608782708188,20,38,255,7
"572",172856,"S18","SPA 24","vacation","18","Female","English",NA,"No",NA,3,3,3,3,"No",24,7,0,24,31,54,27,4,0,2,0,21,22,0,1,0,8,12,22,45,48,30,13,41,54,0,0,0,19,71.8570921706221,14,41,266,12
"573",172856,"W18","SPA 23","vacation","18","Female","English",NA,"No",NA,3,3,2,3,"No",23,12,0,15,27,52,22,5,0,7,1,17,9,3,1,0,14,23,17,41,47,21,15,32,52,0,0,0,29,100.944338043175,30,27,246,11
"574",172971,"F18","SPA 2","terrible","19","Female","English",NA,"Cantonese","Mandarin (1 year)",2,2,2,2,"No",2,1,0,44,45,56,43,2,0,3,0,8,17,15,1,7,5,10,23,31,50,42,16,30,56,3,0,0,45,52.4638634978672,11,43,262,8
"575",173018,"F18","SPA 24","terrible","19","Male","English","n/a","n/a","n/a",2,3,3,3,"No",24,3,0,36,39,60,38,1,0,3,5,13,8,10,0,21,0,16,18,51,76,17,10,39,60,1,0,1,65,98.5131779719795,19,48,287,11
"576",173084,"F18","SPA 2","terrible","20","Male","English",NA,"No","None",2,2,3,2,"No",2,5,3,31,39,46,37,1,1,4,0,3,24,7,0,7,0,13,21,44,88,17,11,29,46,2,0,0,32,31.7013638293812,19,30,272,9
"577",173084,"S18","SPA 1","vacation","19","Male","English",NA,NA,NA,1,1,1,1,"No",1,16,1,3,20,24,19,0,1,0,4,0,18,0,0,1,0,4,8,27,39,10,4,25,24,2,3,0,17,31.3394160583942,3,21,155,4
"578",173084,"W19","SPA 3","terrible","20","Male","English",NA,"Afrikaans",NA,2,3,3,3,"No",3,17,0,31,48,52,45,3,0,0,0,4,43,2,0,2,1,24,30,38,47,34,14,16,52,1,0,0,25,45.7518520793661,24,32,258,11
"579",173085,"S19","SPA 3","terrible","19","Female","English",NA,NA,NA,3,3,3,4,"No",3,14,0,35,49,66,49,0,0,6,0,11,6,20,0,23,0,7,18,40,51,33,15,30,66,1,0,0,41,45.9258687258687,9,48,262,13
"580",173085,"W19","SPA 2","terrible","19","Female","English",NA,NA,NA,2,3,2,3,"No",2,16,2,22,40,41,37,2,1,0,1,0,38,0,1,0,0,15,17,50,62,22,14,25,41,3,0,0,43,33.3482142857143,16,20,249,10
"581",173087,"F19","SPA 1","terrible","20","Male","Mandarin","Mandarin","Yes. Mandarin","English for 12 years. Japenese for 2 years. ",2,1,1,1,"No",1,9,0,13,22,39,22,0,0,2,1,14,13,5,0,4,0,13,13,24,30,13,13,20,39,2,0,0,17,105.431395321575,12,26,171,5
"582",173089,"W18","SPA 24","vacation","19","Female","English",NA,NA,NA,5,4,4,4,"No",24,14,0,16,30,67,29,1,0,4,1,32,16,2,0,3,9,25,23,61,85,16,18,57,67,1,0,0,32,66.5781507313765,25,54,350,17
"583",173139,"S18","SPA 24","vacation","18","Female","English",NA,"Italian","Italian, 5 years",4,4,3,3,"No",24,20,0,22,42,68,42,0,0,2,4,20,27,5,6,1,3,11,33,58,78,26,20,48,68,2,0,0,35,100.449936971007,11,54,341,14
"584",173183,"F19","SPA 23","terrible","20","Male","English",NA,"Hindi",NA,3,3,3,4,"No",23,15,0,22,37,47,31,6,0,4,0,6,17,8,0,12,0,9,23,40,76,15,13,32,47,2,0,0,67,60.2524717172477,11,38,253,13
"585",173183,"S19","SPA 21","terrible","20","Male","Other","Hindi","Hindi",NA,4,4,4,4,"No",21,6,0,31,37,58,37,0,0,11,2,8,10,7,0,19,1,9,16,40,63,18,22,20,58,4,0,0,57,54.9343955177235,12,40,250,16
"586",173183,"W19","SPA 3","terrible","20","Male","English","N/a","Hindi","N/a",4,4,4,4,"No",3,14,0,27,41,54,39,2,0,6,0,7,10,13,0,18,0,18,18,46,73,18,11,30,54,1,0,0,49,63.3926325148458,22,32,266,16
"587",173234,"S18","SPA 24","vacation","18","Female","English",NA,"No","No",4,3,3,4,"No",24,12,0,24,36,55,33,3,0,5,1,13,22,3,1,1,9,12,18,44,45,23,22,34,55,0,0,0,28,82.6655200613771,16,35,256,14
"588",173279,"F18","SPA 1","terrible","Tengo 19 anos.","Female","Other","Chinese is my first language.","Chinese","English, I study English for about 10 years.",1,1,1,1,"No",1,11,0,15,26,32,25,1,0,2,0,4,7,8,0,11,0,8,18,20,25,18,12,15,32,1,2,0,20,85.3384855665661,9,27,155,4
"589",173297,"S18","SPA 1","vacation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,0,4,18,35,18,0,0,1,0,16,17,0,0,0,1,0,7,23,34,16,5,32,35,1,2,0,29,48.4060773480663,3,32,162,NA
"590",173304,"F18","SPA 3","terrible","19","Female","English",NA,"No","French, 1 year",3,3,2,2,"No",3,2,1,34,37,47,33,3,1,7,0,3,1,15,0,18,2,15,19,35,74,18,5,24,47,1,0,0,47,40.018734341941,19,34,250,10
"591",173304,"S18","SPA 2","vacation","18","Female","English",NA,"No","French, 1 year",3,2,2,2,"No",2,12,1,19,32,42,29,3,0,0,0,10,13,7,0,3,9,19,25,33,71,12,13,27,42,0,0,0,45,62.938993040316,20,32,252,9
"592",173304,"W19","SPA 21","terrible","19","Female","English","n/a","n/a","n/a",3,4,2,3,"No",21,14,0,33,47,65,46,1,0,3,3,12,2,22,0,22,1,20,23,38,38,30,17,31,65,2,0,0,32,69.0771391097727,18,41,257,12
"593",173394,"S18","SPA 23","vacation","18","Male","English",NA,NA,NA,4,4,3,4,"No",23,29,0,10,39,53,37,2,0,2,0,12,7,1,0,0,31,25,14,47,62,8,10,37,53,1,0,0,42,63.6959290686227,29,39,256,15
"594",173446,"F19","SPA 1","terrible","20

 ","Female","Other","urdu","yes, Urdu",NA,2,3,2,2,"No",1,5,0,12,17,24,16,1,0,3,0,4,15,2,0,0,0,7,14,26,37,13,8,16,24,0,1,0,24,40.8815819053804,9,15,149,9
"595",173531,"W19","SPA 3","terrible","19, 20 in February ","Male","English",NA,"It’s very rare, but I will speak some Spanish with my mom",NA,3,4,3,4,"No",3,13,0,26,39,53,38,1,0,4,2,8,4,13,0,22,0,17,17,44,47,35,21,36,53,0,0,0,31,84.1206140350877,17,30,267,14
"596",173577,"W18","SPA 23","vacation","19","Female","English",NA,NA,NA,3,3,3,3,"No",23,20,0,18,38,61,37,1,0,2,0,21,15,0,0,0,23,9,11,48,69,13,16,27,61,1,1,0,43,51.557173192899,13,34,257,12
"597",173580,"S18","SPA 2","vacation","18","Female","English",NA,NA,"I took Spanish 1 and 2 my freshman and sophomore year in high school. ",3,3,2,3,"No",2,11,0,26,37,64,31,6,0,3,1,23,26,1,0,0,10,13,22,35,58,21,4,32,64,1,0,1,40,75.2010882422522,11,51,250,11
"598",173603,"F19","SPA 2","terrible","20","Female","Other","Tamil","Tamil","French (4 years in high school)",2,3,3,2,"No",2,29,0,24,53,67,52,1,0,2,1,11,5,15,0,31,2,8,26,36,55,25,20,38,67,3,2,0,41,86.7732263513514,10,54,289,10
"599",173612,"F18","SPA 24","terrible","19","Female","English",NA,NA,NA,3,4,3,4,"No",24,1,0,8,9,17,9,0,0,0,1,7,1,7,0,1,0,3,9,17,24,3,3,11,17,2,0,0,7,69.3953488372093,3,14,88,14
"600",173682,"S18","SPA 2","vacation","18","Female","Mandarin",NA,"Mandarin.","English, 12 years.",2,2,2,2,"No",2,22,1,10,33,51,31,1,1,8,0,10,6,4,0,20,2,15,15,34,64,11,14,44,51,2,2,0,36,102.017199643857,23,35,251,8
"601",173729,"SU17","SPA 2","vacation","19","Female","English","n/a","n/a","n/a",2,2,2,2,"No",2,11,0,25,36,42,33,3,0,4,0,2,28,4,0,4,0,19,17,38,76,19,14,36,42,0,0,0,37,44,24,24,264,8
"602",173781,"F19","SPA 2","terrible","21","Male","Mandarin","/","My native language is Chinese. ","English. More than 10 years. ",3,2,2,3,"No",2,9,0,21,30,43,29,1,0,3,1,9,17,5,0,8,0,21,19,45,52,17,19,33,43,0,2,0,37,47.1390536237218,23,26,258,10
"603",173819,"F18","SPA 2","terrible","19","Female","English","none","Urdu","None",2,2,2,2,"No",2,18,0,27,45,61,42,3,0,2,0,14,10,16,0,18,1,11,13,47,61,23,21,32,61,0,0,0,38,52.7272797788804,13,49,250,8
"604",173833,"F18","SPA 1","terrible","19","Female","English",NA,NA,"French for three years. ",2,2,1,2,"No",1,9,0,17,26,32,26,0,0,2,1,3,3,8,0,15,0,7,14,24,31,17,13,14,32,1,0,0,22,50.6666666666667,6,27,152,7
"605",173833,"S19","SPA 3","terrible","20","Female","English",NA,"No","I studied French for three years.",4,4,3,3,"No",3,15,0,31,46,64,45,1,0,6,3,9,11,18,0,15,2,11,29,41,52,18,21,33,64,7,0,0,32,102.21251996576,15,38,273,14
"606",173833,"W19","SPA 2","terrible","19","Female","English",NA,NA,"I studied French for three years. ",2,2,2,3,"No",2,20,0,24,44,62,43,1,0,5,0,13,2,17,0,25,0,10,27,36,43,22,11,37,62,5,0,0,30,47.4899598393574,17,47,250,9
"607",173959,"W19","SPA 1","terrible","20","Female","Mandarin",NA,"Mandarin, Cantonese","American Sign Language: 2 years

German: 1 year",1,1,1,1,"No",1,11,0,4,15,15,15,0,0,0,0,0,13,0,0,2,0,4,10,22,23,17,5,19,15,0,17,0,17,28.590026478376,3,13,150,4
"608",174243,"S18","SPA 24","vacation","21","Female","English",NA,NA,NA,3,4,2,2,"No",24,6,1,33,40,49,35,5,0,2,1,6,30,7,1,0,2,20,25,39,54,20,17,31,49,0,0,0,23,50.0040145985402,20,29,253,11
"609",174243,"W18","SPA 23","vacation","21 ","Female","English",NA,NA,NA,3,2,3,3,"No",23,9,0,17,26,43,24,2,0,0,1,16,12,2,0,1,11,14,26,42,64,18,14,42,43,4,0,0,24,57.465292251221,15,35,266,11
"610",174279,"F19","SPA 2","terrible","20","Female","Other","Punjabi","I speak Punjabi at home.","I have not studied any language besides my native language before Spanish.",3,4,3,4,"No",2,13,0,28,41,49,39,2,0,1,2,5,13,6,1,21,0,15,22,42,54,33,12,37,49,0,0,0,28,52.9294647086689,17,41,261,14
"611",174300,"F18","SPA 2","terrible","20","Female","Mandarin",NA,"Chinese","English, more than 10 years",2,3,2,3,"No",2,20,0,16,36,49,36,0,0,6,0,7,9,12,0,14,1,18,14,39,57,14,19,36,49,1,0,0,37,77.0045662100457,21,31,248,10
"612",174300,"S18","SPA 1","vacation","nineteen","Male","Mandarin",NA,"Chinese","English is my second language. I studied English from primary school, it was about twelve years ago.",3,2,2,3,"No",1,6,0,13,19,32,19,0,0,2,0,11,17,0,2,0,0,9,4,26,48,10,1,22,32,0,0,0,32,52.2270742358079,11,25,156,10
"613",174300,"W19","SPA 3","terrible","21","Female","Mandarin",NA,"Chinese","English, more than 10 years

 ",4,3,2,3,"No",3,26,0,16,42,58,41,1,0,1,0,15,14,7,0,21,0,18,12,38,49,24,28,27,58,4,0,0,34,97.2743661439305,19,46,253,12
"614",174321,"S18","SPA 24","vacation","19","Male","Spanish",NA,"Spanish",NA,5,5,5,5,"No",24,5,0,23,28,52,21,7,0,3,2,19,28,0,0,0,0,21,21,42,55,18,11,30,52,0,0,0,25,61.023156899811,22,28,250,20
"615",174408,"S18","SPA 2","vacation","28","Male","English","n/a","none","none",3,2,1,2,"No",2,8,0,22,30,44,30,0,0,3,1,10,18,1,2,1,8,26,12,43,72,14,8,46,44,0,0,0,38,66.9548419919701,27,30,270,8
"616",174524,"F18","SPA 3","terrible","19","Female","English",NA,NA,NA,3,4,3,4,"No",3,17,1,29,47,66,45,1,1,3,1,15,5,11,0,30,0,11,21,27,44,34,18,32,66,2,0,2,51,103.334124851113,12,48,257,14
"617",174524,"S18","SPA 2","vacation","19","Female","English",NA,NA,NA,3,2,3,3,"No",2,21,0,13,34,60,34,0,0,1,0,25,32,0,0,1,1,14,20,30,64,9,14,43,60,1,0,0,46,49.6311582381729,15,32,269,11
"618",174524,"S19","SPA 22","terrible","20","Female","English",NA,NA,NA,4,3,3,3,"No",22,19,1,31,51,74,48,2,1,7,1,15,14,11,0,24,1,14,27,46,75,21,17,60,74,12,1,0,51,79.2388352169158,18,49,347,13
"619",174524,"W19","SPA 21","terrible","20","Female","English",NA,NA,NA,4,4,3,3,"No",21,23,1,33,57,80,55,1,1,3,3,17,12,12,0,29,3,9,29,43,71,31,23,45,80,9,1,0,65,75.2281847677596,10,52,345,14
"620",174546,"F18","SPA 1","terrible","34","Male","English",NA,"No","French-2 years",1,1,1,1,"No",1,4,0,18,22,36,20,2,0,1,2,11,12,4,0,6,0,5,10,23,53,6,4,24,36,0,0,0,38,72.3015984000963,6,26,161,4
"621",174577,"F18","SPA 24","terrible","19","Female","Spanish","Spanish","Spanish",NA,4,4,2,3,"No",24,17,0,43,60,80,57,3,0,3,2,15,10,21,0,29,0,24,34,49,72,31,33,43,80,3,0,0,48,87.8564257028113,28,58,370,13
"622",174577,"S18","SPA 23","vacation","19","Female","Spanish",NA,"Spanish","Native language is Spanish

Have been studying English for 14 years

Know a small bit of Portuguese",4,4,2,3,"No",23,7,4,26,37,55,35,2,0,1,0,17,36,1,0,0,0,16,20,43,65,12,17,38,55,0,0,0,43,74.478567417483,15,27,267,13
"623",174600,"W18","SPA 3","vacation","18","Male","English",NA,NA,NA,3,2,1,2,"No",3,6,0,22,28,42,26,2,0,3,1,10,8,4,0,2,14,10,21,38,69,13,10,22,42,1,0,0,41,101.017340705451,16,29,254,8
"624",174658,"S19","SPA 3","terrible","20 ","Female","English",NA,"No","No",3,3,3,3,"No",3,1,0,38,39,49,38,1,0,3,0,7,39,0,0,0,0,11,23,57,63,7,11,29,49,3,0,0,25,52.6698171358126,15,28,253,12
"625",174658,"W19","SPA 2","terrible","19","Female","English",NA,"No",NA,2,3,3,3,"No",2,0,1,40,41,52,38,1,2,2,1,8,37,1,0,1,0,6,20,45,73,15,10,32,52,2,1,0,39,47.9319871952721,6,36,257,11
"626",174671,"S18","SPA 24","vacation","18","Female","English",NA,NA,NA,5,5,4,5,"No",24,7,1,22,30,62,18,12,0,2,2,28,15,11,1,0,3,5,24,26,64,17,10,35,62,0,0,0,38,50.5841936957515,6,45,252,19
"627",174718,"F18","SPA 2","terrible","19","Female","English",NA,NA,NA,3,3,2,2,"No",2,0,0,50,50,55,50,0,0,1,0,4,2,20,0,28,0,27,21,49,51,34,13,30,55,5,0,0,45,24.1239837398374,25,37,286,10
"628",174718,"W19","SPA 3","terrible","19","Female","English",NA,"No.",NA,3,3,3,3,"No",3,18,0,24,42,56,40,2,0,4,2,8,6,17,0,19,0,15,27,33,53,34,11,27,56,5,0,0,37,46.6011844269081,14,41,263,12
"629",174725,"S19","SPA 3","terrible","19 years old ","Female","English",NA,"No ",NA,3,3,2,4,"No",3,23,0,15,38,58,35,3,0,6,1,13,15,7,0,15,1,18,16,35,53,25,22,26,58,2,0,0,41,75.2702265372168,20,37,257,12
"630",174783,"S18","SPA 2","vacation","18","Female","Mandarin",NA,"Manderin.","English. Over 10 yrs.",3,1,1,3,"No",2,7,0,27,34,38,34,0,0,1,1,2,13,11,0,10,0,27,21,36,62,15,15,36,38,0,0,0,42,57.375,26,16,255,8
"631",174783,"W18","SPA 1","vacation","18","Female","Mandarin"," no","Mandarin","English. Over ten years.",1,1,2,2,"No",1,6,0,12,18,29,18,0,0,0,0,11,18,0,0,0,0,6,14,14,51,10,4,25,29,0,0,0,28,35.325,8,24,157,6
"632",174869,"S18","SPA 22","vacation","19","Female","English",NA,"No","No",3,3,3,4,"No",22,14,2,12,28,54,28,0,0,1,3,22,25,0,0,0,3,12,31,37,48,26,17,31,54,0,0,0,26,60.8136561909207,14,39,253,13
"633",174869,"W19","SPA 24","terrible","20","Female","English",NA,NA,NA,3,3,3,3,"No",24,15,2,21,38,56,37,0,1,6,1,11,14,9,0,13,1,9,21,44,55,23,13,29,56,1,0,0,29,85.3218468601024,13,41,252,12
"634",174926,"S19","SPA 2","terrible","20","Female","English",NA,"no","no",3,3,3,3,"No",2,23,2,25,50,57,46,3,1,1,2,4,25,0,0,24,0,12,19,37,51,32,21,26,57,0,0,0,56,51.5130569546687,13,40,252,12
"635",174926,"W19","SPA 1","terrible","20","Female","English",NA,"no","no",3,3,2,2,"No",1,8,0,8,16,38,16,0,0,5,6,11,15,0,0,1,0,5,18,26,28,19,7,15,38,0,1,0,21,41.5887129008954,7,28,159,10
"636",174956,"F18","SPA 1","terrible","19","Female","Mandarin",NA,"I speak Mandarin at home.","I studied English for 9 years.",2,3,2,2,"No",1,13,0,11,24,34,23,1,0,1,1,8,23,0,0,1,0,9,13,19,24,9,15,17,34,1,2,0,18,68.5587467362924,10,23,152,9
"637",174956,"W19","SPA 2","terrible","19","Female","Mandarin",NA,"Mandarin","English; 9 years.",2,2,2,3,"No",2,20,0,31,51,66,48,3,0,3,4,8,2,21,0,24,4,9,29,34,39,37,22,28,66,1,0,0,25,58.4678554345426,11,56,265,9
"638",174961,"W18","SPA 23","vacation","18","Female","English",NA,NA,NA,4,2,4,5,"No",23,9,0,20,29,50,29,0,0,3,1,17,22,0,1,2,4,18,21,42,58,13,18,30,50,1,0,0,29,87.3333333333333,19,34,262,15
"639",174965,"W18","SPA 3","vacation","18","Female","English",NA,"No.",NA,2,2,2,2,"No",3,10,0,11,21,40,19,2,0,1,1,17,6,2,0,0,13,14,21,41,61,15,9,28,40,1,0,0,39,95.4630681818182,14,32,253,8
"640",175003,"S18","SPA 1","vacation","19","Female","Mandarin",NA,"no","english",1,1,1,1,"No",1,6,0,7,13,16,13,0,0,0,0,3,12,0,0,0,1,2,5,41,44,10,2,16,16,4,4,0,33,28.3916167664671,4,15,151,4
"641",175041,"F18","SPA 3","terrible","18","Female","English",NA,"No","I have only studied Spanish (for 3 semesters/3 years)",2,2,1,1,"No",3,4,1,49,54,67,51,3,0,5,0,8,21,21,2,9,1,12,26,61,85,19,17,31,67,2,0,0,42,87.4478006881272,21,36,324,6
"642",175055,"F19","SPA 24","terrible","20","Female","English,Spanish",NA,"Spanish","English, from early elementary to now. ",5,4,4,3,"Yes",24,6,0,43,49,66,44,5,0,3,3,11,7,25,0,16,1,14,26,43,47,57,24,45,66,2,0,0,27,75.7704484276094,15,49,322,16
"643",175148,"W19","SPA 1","terrible","20","Female","Mandarin","Chinese","Chinese","English

10 years",1,1,1,1,"No",1,16,0,5,21,28,21,0,0,1,2,4,21,0,0,0,0,10,19,23,28,15,10,18,28,1,1,0,20,75.1494023904382,10,18,150,4
"644",175240,"S19","SPA 2","terrible","20. ","Female","English","English is my native language. ","I only speak English at home. ","I have only learned my native language (English) before learning Spanish.",3,3,3,3,"No",2,7,0,40,47,65,47,0,0,3,2,13,2,26,0,18,1,14,26,31,44,28,20,20,65,5,0,0,44,79.0902919212491,17,41,250,12
"645",175240,"W19","SPA 1","terrible","20","Female","English","Only English. ","No. ","No, I have only learned Spanish other than my native English language. ",2,2,2,3,"No",1,0,0,28,28,39,28,0,0,4,5,2,28,0,0,0,0,14,12,33,32,14,5,14,39,1,2,0,26,32.2309106623713,17,19,172,9
"646",175327,"F18","SPA 1","terrible","19","I do not identify with either genders","English",NA,NA,"French for 2 years",3,3,1,2,"No",1,1,1,22,24,28,24,0,0,0,0,4,22,0,0,2,0,4,11,32,47,7,13,12,28,0,0,1,32,25.5,3,24,153,9
"647",175567,"S18","SPA 3","vacation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,1,27,39,67,34,4,1,4,0,24,33,2,1,2,0,16,23,38,69,25,3,29,67,0,0,0,21,57.7874655508503,19,39,277,NA
"648",175568,"W19","SPA 3","terrible","19","Female","English",NA,"Spanish","French, 1 year",4,4,3,4,"No",3,16,0,32,48,63,48,0,0,4,1,10,24,18,0,6,0,10,31,33,36,46,23,24,63,1,0,0,34,70.6962234045392,10,44,263,15
"649",175632,"W18","SPA 2","vacation","18","Male","Mandarin",NA,"Yes. I speak Mandarin at home.","I have been studying English, which is not my native language, for almost 14 years.",2,2,2,2,"No",2,19,0,15,34,39,34,0,0,3,0,2,18,4,0,12,0,15,20,50,73,25,18,47,39,2,0,0,38,42.565868263473,16,20,294,8
"650",175707,"F19","SPA 3","terrible","20","Male","Mandarin","(I didn't chose other)","Yes. Chinese.","English. I have learned it for 11 years.",1,2,3,2,"No",3,23,0,22,45,60,44,1,0,2,3,10,26,9,1,9,0,22,22,52,67,17,20,31,60,3,0,0,36,100.494543796215,26,38,286,8
"651",175729,"W18","SPA 3","vacation","18","Male","English","N/A.","no","Mandarin (2005)- 1 year.  Don't remember anything.  ",3,2,3,3,"No",3,3,0,21,24,28,21,3,0,0,0,4,12,0,0,0,12,10,11,45,86,12,1,29,28,1,0,0,52,47.3,11,28,258,11
"652",175731,"F18","SPA 23","terrible","19","Female","Mandarin",NA,"Chinese","none",2,2,2,3,"No",23,15,0,15,30,53,28,2,0,4,0,19,30,0,0,0,0,16,21,45,51,6,22,32,53,3,0,0,32,60.6631342054141,18,36,250,9
"653",175731,"S18","SPA 3","vacation","19","Female","Mandarin","none","Just mandarin","no",3,3,3,3,"No",3,3,0,32,35,47,35,0,0,0,0,12,34,0,0,1,0,32,17,40,76,6,10,23,47,1,0,0,38,65.4230769230769,30,26,252,12
"654",175755,"S18","SPA 24","vacation","19","Female","English",NA,"Spanish",NA,4,4,5,4,"Yes",24,5,0,25,30,59,29,1,0,2,5,22,29,0,0,0,1,34,23,66,71,12,13,62,59,1,0,0,27,53.6768707482993,34,42,344,17
"655",175788,"F18","SPA 1","terrible","20","Male","English",NA,NA,"Latin - 3 years",1,1,1,1,"No",1,3,2,19,24,31,23,1,0,3,0,4,24,0,0,0,0,15,15,25,40,6,8,14,31,1,1,0,39,62.1717837636427,17,18,159,4
"656",175796,"S18","SPA 2","vacation","18","Female","Other","Cantonese","Cantonese","English 15years

French 2years",2,1,2,3,"No",2,15,0,17,32,39,32,0,0,1,0,6,21,3,1,7,0,20,12,50,63,21,13,33,39,1,0,0,36,65.4712643678161,23,21,256,8
"657",175829,"S18","SPA 22","vacation","19","Female","English,Mandarin",NA,"Chinese (Mandarin)",NA,3,2,1,3,"No",22,29,0,16,45,77,41,4,0,6,1,25,32,1,3,0,9,29,21,30,43,14,22,27,77,0,0,0,36,71.4262412010945,33,45,265,9
"658",175829,"W18","SPA 21","vacation","19 yrs old","Female","English,Mandarin",NA,"Mandarin",NA,3,2,1,1,"No",21,16,0,25,41,67,38,3,0,7,1,18,28,2,1,3,7,19,29,39,67,23,28,33,67,2,0,1,47,107.398119815298,22,45,304,7
"659",175852,"S18","SPA 3","vacation","18","Female","English",NA,NA,NA,3,3,2,3,"Yes",3,13,3,18,34,51,30,4,0,0,0,17,30,3,0,1,0,16,28,41,61,17,8,40,51,0,0,0,23,46.4826748437316,13,37,262,11
"660",175852,"W18","SPA 2","vacation","18","Female","English",NA,NA,NA,3,3,3,3,"No",2,25,1,16,42,53,37,3,2,6,0,5,27,0,0,13,0,11,27,37,72,6,11,38,53,2,0,0,26,49.680276816609,16,30,262,12
"661",175876,"S18","SPA 2","vacation","I am nineteen years old.","Male","English",NA,"The second language I speak is Spanish.",NA,2,2,3,1,"No",2,6,12,8,26,64,24,1,1,4,6,28,25,0,0,0,0,10,24,40,54,15,11,38,64,0,0,0,29,69.633996659734,12,40,253,8
"662",175954,"W19","SPA 3","terrible","19","Female","English","n/a","n/a","n/a",3,4,2,4,"No",3,10,0,30,40,56,39,1,0,10,3,3,1,19,0,20,0,11,29,49,53,17,18,34,56,0,0,0,27,51.5888010540184,19,28,262,13
"663",176007,"F18","SPA 24","terrible","19","Male","English",NA,NA,NA,2,3,2,3,"No",24,6,0,26,32,46,31,1,0,5,0,9,20,9,0,2,1,20,14,63,78,14,11,49,46,0,0,0,56,60.779845100326,22,34,298,10
"664",176007,"S18","SPA 23","vacation","19","Male","English",NA,NA,NA,3,2,2,3,"No",23,10,0,38,48,72,47,1,0,4,4,16,11,17,0,5,15,19,37,70,101,24,31,51,72,0,0,0,70,67.4447674036057,24,59,409,10
"665",176007,"W18","SPA 22","vacation","18","Male","English",NA,"No",NA,3,2,2,3,"No",22,12,0,34,46,56,46,0,0,4,3,3,1,1,0,3,41,11,24,62,90,18,10,68,56,7,2,0,65,60.2487562189055,16,47,350,10
"666",176013,"F18","SPA 3","terrible","19 ","Female","English","Just English.","No.","I learned American Sign Language for 4 years before I started to learn Spanish. ",3,4,4,4,"No",3,27,0,34,61,86,58,3,0,7,1,17,10,22,0,23,6,8,28,47,58,27,24,50,86,2,1,0,50,82.25,13,66,329,15
"667",176013,"S18","SPA 2","vacation","19","Female","English",NA,"No.","I studied American Sign Language in high school for 4 years.",3,3,3,3,"No",2,32,0,7,39,50,32,7,0,0,2,9,8,3,7,0,21,14,21,45,54,11,11,40,50,0,5,0,36,60.3912703073008,14,43,264,12
